mh1,mh2,sample
292.160039,1505.53439,"[1.6563929729945812, -2.8870495604860045, -0.9990072367898426, 0.5383561353735669, 0.7370513776978553, -2.6234466950959368, 3.5165255629597123, -3.6490652773643664, -3.576996142118851, 3.9255619711413754, -0.9440622517465673]"
292.160039,1505.53439,"[-0.9036913037394019, 3.017877063672281, -1.3667080114168986, 2.646575355025571, -3.9850732176164607, 3.4821900459029145, -3.0241510890850165, 0.5082542309693521, 1.0037371404510074, 0.4511588471724064, 2.711642157442932]"
292.160039,1505.53439,"[1.1219420384993262, 3.6627865911410113, -0.6743210348317374, -0.13156613411941187, -1.2345901090428262, 0.30012672136667984, 2.552937261041934, 3.8334124642342333, 0.6004277125376802, 3.5487755779316226, -3.215189020996826]"
292.160039,1505.53439,"[-1.392013126796737, -3.895988573743364, 3.05099169420654, 2.154328433437037, 3.6001182629924005, 2.2950023696140818, -2.9408106283895616, -0.3436672309577711, -3.345047668882791, -0.900843602005259, 0.1796807568143759]"
292.160039,1505.53439,"[3.3516315074629963, 1.770754835774329, 1.034318459582324, 3.258439675990304, 2.4317737614503523, -1.5925797137101352, -2.4576074171517135, 1.2729633791492398, 3.960595882330508, -2.587505183306728, 1.4849646948326907]"
292.160039,1505.53439,"[1.6198589218667925, 1.117922781897854, 3.6306223176051686, 2.009715303341669, -1.2433634988885451, -1.0177317067346738, -3.7222479619163025, -0.4864677814037197, -0.5185492004247365, -0.026489797239002577, -0.63784811851023]"
292.160039,1505.53439,"[2.766243765986572, 2.72076546387674, -2.3817909397993615, 0.0329067577876927, -1.2139765077756524, 2.934405932241674, -1.0482853264978766, 0.7348528810212391, 3.6989504113015093, 2.322715040327606, 1.8497995187012624]"
292.160039,1505.53439,"[-3.1651852440810764, 0.18469225292456226, 1.8175715664164445, -1.742066419514039, 3.4447990873505745, 3.3090946759763256, 2.168304399984242, 3.8299763275158014, -3.5942406943595584, -3.9075457966054525, 0.9735972061953042]"
292.160039,1505.53439,"[2.306026157689825, -1.7605753539322686, -3.9825806082976687, -1.1524645429958804, 2.141598487337105, -2.558602921002586, 1.5930526028083607, 0.4753553738234917, 2.860702710799928, 1.7867151880363714, -1.7477018893362999]"
292.160039,1505.53439,"[-0.8800443322820488, 0.3034747327258369, 0.3550973558427408, -0.49657561889154955, -2.638275381215765, -1.3129876540664105, 3.1177118174584395, -3.6949434853876033, 3.447031592873424, 0.5231026176093154, -1.1849606118621345]"
292.160039,1505.53439,"[1.1027683359595333, -3.420519125774261, -1.233888209370333, -0.5330293446243948, -2.6842710318554035, 0.15249819984042645, -3.0707397644331715, -2.1999587169239874, -3.2709378005661653, 3.639510598718915, 3.145261492451727]"
292.160039,1505.53439,"[2.257794638331446, 0.20458504547954082, -1.442566409964516, 0.7525407101135082, -0.9194175815397738, 3.3143986508362886, -3.609831236620825, -3.3838146999128327, 0.5510366209214181, -1.5968731416142274, -2.8155173122120134]"
292.160039,1505.53439,"[-1.409435654782829, -0.36020370072686436, 3.933381918766348, 2.973874866510342, -3.0944347019689786, 1.8258811240157318, 0.8620106407801282, 2.612801806807009, -1.0593858760691353, -1.7082954359041578, 0.2004767049124121]"
292.160039,1505.53439,"[-1.981210889554852, -0.9140758194173468, -0.4435381186448666, -0.3585469181652554, 2.791641989142925, -2.7463409692168854, -3.844189295886051, 3.6370234489157998, -3.8284136191054783, -2.341257894280483, 1.1149350392255446]"
292.160039,1505.53439,"[-2.0293890604822087, -0.5733485533159204, 2.797874998768478, 1.092051182528901, -0.4757461950990427, -1.32771301907131, 3.9443426127558894, -2.7396765286130993, 0.4966363545965722, 2.4962214827008333, -2.2592982132972264]"
292.160039,1505.53439,"[-1.390428609394907, -3.7052335619737935, 3.402318754008393, 0.8406926831431507, 2.9107933399341253, 1.9770758840047833, -2.8437587459672438, 2.8381177842584178, -3.2979091125416824, 1.65270966017321, -1.8491920934240742]"
292.160039,1505.53439,"[-3.97479660034932, -2.348992973042911, 2.0420465124132656, 3.7799360712022, 0.7646100851244135, 2.7511554266573395, 0.4458039779591294, -0.403970636626517, 2.5426385305976833, 3.42435286406615, 0.9524350516513866]"
292.160039,1505.53439,"[-2.557121353990399, -0.6085862553913035, 1.5493089535859736, -2.7890647678601503, -3.042196420679659, -0.6441614813143905, 1.4463595700156793, -0.4677658585084554, 3.4283015670359855, -1.5523276648319388, -0.934538320452952]"
292.160039,1505.53439,"[-3.852206575432776, 2.8938416512854337, 2.6742032110242917, 1.5866969582561712, 3.245249756054646, 3.3118096563759947, -1.8434864942475082, -3.737199913977247, -0.7598694553217991, -3.471716968552439, -2.4341184938756033]"
292.160039,1505.53439,"[-1.119105806721044, 3.599789788424757, 3.0864332737860334, 0.33577801871712065, -2.5060073708585415, -3.6197480355409493, 1.1546087012470059, 0.8639831095552664, -0.690027996625183, 0.9572525064230257, 3.142038786978472]"
292.160039,1505.53439,"[-2.6656579012526436, 2.855406097677827, -3.4315550768241696, 3.004454288479403, 1.10251832171397, 0.02882527801690582, 3.3828205856577593, 0.08256619284861433, 2.896981318238767, -0.06665679367750421, -2.526708593609669]"
292.160039,1505.53439,"[3.5720162215669538, -1.8825543493893946, -0.6857817381644269, 3.775636768216379, 0.530075378337612, 2.557959480328303, -1.7206486948256892, 1.2700916188886842, -1.3922274043441494, 1.852792761472787, -0.6114621637910931]"
292.160039,1505.53439,"[0.447083392091181, 1.3238754771480146, -1.6712919048413646, 0.19918977840124352, 2.379348671787632, -3.302528555200272, 0.7361981670997473, 1.6110717902170961, 0.8560354401386459, 2.9432910226860844, 2.8097795877012084]"
292.160039,1505.53439,"[-0.3584617482072776, 3.333287246996738, -3.224388642656856, -3.366330249732772, -1.10286704841827, -0.4590676031297747, -2.153080442139607, 1.6519027402718844, -1.1463836125896885, -3.7059435464451838, -3.602814069176569]"
292.160039,1505.53439,"[2.755588042385967, 1.0814521768999477, 2.2880659723266934, -0.48049322788765636, -3.454484393559796, 2.3853241538462067, -0.29528026917957373, -2.2610991754237952, 2.2587356108509313, 0.1467495807790229, -1.9791831649761997]"
292.160039,1505.53439,"[0.09599774513789683, 2.686356600692508, -2.9684648294966793, -2.011907759795827, -2.721182320088012, 0.11656170576593539, 1.1276382473792133, 2.095253477680189, -1.9963455218862318, 3.779820125250332, 0.8427523742506811]"
292.160039,1505.53439,"[0.6890180408965776, 1.8035755939129707, 3.1313088794513604, -3.7673468762041082, 3.1312807054668186, 0.395435447651999, 3.7351218425374784, 2.29643078104486, -1.7647785574202173, -3.6457749816749674, -2.670774905557235]"
292.160039,1505.53439,"[3.1158624644517507, -1.6728653092212449, -2.136338752618622, -2.5163947617232063, -0.7525199668507847, -2.3553959958957753, 3.5982629340340457, 2.315246927585627, 3.05809871960035, -3.9735069980197677, 2.8429715022035555]"
292.160039,1505.53439,"[2.4467071173915897, -3.298750320106028, -1.3472400516678533, 0.9065394232901784, -0.2581247091447345, -3.631474847923278, -0.8751483774484248, -1.5733576348887928, 2.141371435772987, 2.771962447767308, -1.9936922838761335]"
292.160039,1505.53439,"[-0.7796078078821633, 3.38594782333898, -3.771390488074049, -2.7489104027930074, 3.3846994223624893, 2.415368293516547, 0.44367610540629965, 2.6081930335096963, 2.7850389413079366, 0.6575283890829233, 3.2658948466253612]"
292.160039,1505.53439,"[1.53808990686729, -0.8229553405668364, -1.34262848132982, 0.1331595910483223, 3.0558033723884286, 0.29593898090967397, -0.6239144290394947, 0.8743564360409195, 2.220657220178331, -0.7863816856030805, -3.5441637127768315]"
292.160039,1505.53439,"[0.6439968028940859, 3.0472240431130775, -1.7712376636716405, 2.0049036135910168, 3.822135668349244, -1.2011356648897031, 0.7999511332367142, 0.8221274716305826, -3.209207106049015, 3.7760281561581435, -2.5350406907011758]"
292.160039,1505.53439,"[0.8181830291743646, -0.17102576753567433, -2.036641959525574, -0.2986779858967443, 0.02180570505228463, 0.45457503422398826, 3.951729688432442, -0.4578754313131821, -1.8589714061319498, 3.44439969597817, -3.149504503365926]"
292.160039,1505.53439,"[1.047291882373563, -0.033896141456008166, -0.2824108897444857, 3.25507001625033, 3.560473547202574, 0.7802106340855666, -3.4989715876128455, 2.416424921026321, 2.896157069970113, -0.8309847419193002, -3.549323985409927]"
292.160039,1505.53439,"[0.5354178821925224, -0.7963599879792937, -3.196811593583903, 0.2289049807615866, -3.863294775600836, -2.330886201365294, -0.7707025241726333, 3.2077669890389275, 1.5933199852807665, 1.1365204805266549, 2.181459616499949]"
292.160039,1505.53439,"[3.977505705242563, -0.9180670732005138, 1.3655564979047528, -1.9717259194506092, -2.6496584098515, 0.4180647198726124, 0.41709221495090265, 3.331152043161551, -1.0475610763078134, 2.7133464656982555, 3.5466006405232218]"
292.160039,1505.53439,"[0.003685283580652232, -1.9683787643370705, -1.0077898649833203, 1.9816869158554864, -0.5480470080742448, 3.608980643753682, -2.570028133582756, -1.4575336109849601, -2.539468620822891, -2.9234544095555277, 3.0408094653585795]"
292.160039,1505.53439,"[-3.65613933283408, -1.5680063319421809, -1.5984950385780756, 2.47777630291069, 1.6184471924270882, 2.4831580529034936, -3.973619789296259, 0.09997371872702754, 0.786870759100947, 0.17247464589910422, -1.9988890935060954]"
292.160039,1505.53439,"[3.974901713802905, -0.5397961806195006, -2.8559156880432033, -3.3152905786841673, -1.7896425046944264, 2.5021884127979037, 3.8690312000883793, 2.7383205084350957, -0.049339586208174246, -0.9013468399618167, -0.1490079760544054]"
292.160039,1505.53439,"[2.4164088667827164, -0.7363553834629233, -0.6518576702512835, -2.066488204093057, 3.4763953061531767, 1.209181306477877, 0.5232246398702891, 1.1325451997937632, -3.033084891693921, 1.8012417973463197, -2.5168613446561974]"
292.160039,1505.53439,"[0.19134121415780125, -1.7336780983175926, 2.984968474070155, 1.9832511039664524, -0.03447350199779553, 0.047599913929837534, 1.285041806691983, -1.0227177727062982, -3.5682346021471334, 1.674127897367244, 3.8062322264246378]"
292.160039,1505.53439,"[-1.4102076291726826, 2.881297467249045, 0.20536075785231755, -1.200508690884111, 3.2499896498330942, -1.7936557694893427, -3.6353240835641216, 2.0665158463789517, -2.9377682583217135, -0.9120502241900326, 0.6318783255022433]"
292.160039,1505.53439,"[2.1497908522438713, 3.4925022958210263, -0.8886898263063117, 3.304478428940053, -3.5344181687331293, -2.8729430741235875, 2.647965251963506, 3.0816014467979267, -0.4633342417849917, 3.1697684367276793, -2.6078876590509568]"
292.160039,1505.53439,"[2.1008438004015826, -0.4280097131786169, 3.5445184455957612, 0.8962290782357494, 1.9093265131204058, -0.9375006473689735, 2.5450638843105455, 1.1164127773711767, 0.043634965109064616, 2.552047677386562, 2.8863891388022953]"
292.160039,1505.53439,"[0.8048008887667653, -0.2768013062905572, 1.564355515552375, 2.156201664189843, 0.36260158425173117, 0.9995680723705895, 1.3439103900906044, -2.8101422682089634, -1.9678763499272591, -3.8577430602391116, -0.5356469484572033]"
292.160039,1505.53439,"[0.06645990564782256, 3.014364520911035, -2.733564961982262, -3.3973277451884583, -1.5013409657726013, -3.8232285917922697, -3.6923182995193278, -2.456113431199105, 0.18064575687539897, 0.46904196033088397, 1.5320492300038122]"
292.160039,1505.53439,"[-0.3147935308860408, 3.6421244359792357, 1.0166626928479658, 0.5221889455557935, -3.3193921945929956, -1.8358580915611107, -1.9129886449517368, -0.4581248298714282, 0.3705300251112087, 2.3183503597366286, -2.611341169698904]"
292.160039,1505.53439,"[-1.3925093927388392, -0.9366229591280941, 2.811257948856083, -0.01209101381758071, -0.9221830395441355, 0.8327485465394604, 1.2763913527522606, -0.8138581912473484, -2.0191842818358428, -0.8481443485966569, -2.2111409859894575]"
292.160039,1505.53439,"[3.8300780409085355, -0.5469506896284244, 2.029987946580828, -2.916624569515081, 1.843482914741175, 2.041425175906963, -1.111596457967301, -0.7186889098592992, 0.461157522188822, -1.9283334566256611, 2.099099497524737]"
292.160039,1505.53439,"[1.5711144808905821, -2.445816899622254, -2.9266534509693605, 0.31860487140771987, -0.31117770532227684, -1.1194679524956133, 0.8709451465915237, 3.885934550182789, 1.5047108057902276, -1.3509104404271328, -2.839627227143863]"
292.160039,1505.53439,"[-3.3375879148442325, -1.8169425202896772, -1.5650986622551093, 3.0614103036959817, -2.063288712523854, -0.8825242893676695, -0.5673214998413973, 1.8809542979973104, -1.0294735039889584, 2.8019386440434104, 2.6392317693706415]"
292.160039,1505.53439,"[-0.37259252201750304, 3.317311818093506, 1.91396626449166, 0.10198330676307243, 2.420768389390651, 0.7260313817947281, -1.8071765238311928, -3.1920751485230507, 0.3457441250526001, 0.1884671266032374, -3.628871685862366]"
292.160039,1505.53439,"[0.35208089512325724, 3.5236465649462803, 2.945011403370189, 0.2934743356946754, 3.602849885822504, -0.5285266986149733, -2.225466156803365, -2.98645192794445, -1.788661012648376, 2.679769549868775, 2.6794877756564537]"
292.160039,1505.53439,"[-0.2164138086827574, -2.1600629817932573, -2.4014519782206873, -0.23932925188232002, 2.5274856612228715, 3.3003213553225663, -3.706753144526383, -1.3135246412309174, 1.2632702537904787, -1.3466211978835023, -2.744300520444135]"
292.160039,1505.53439,"[-3.8531755067677658, -2.458537118654986, 0.7450018203370687, 0.3903571206711458, -3.122407663358726, -2.887807924156106, -2.3659047589445033, -2.481069922813777, -3.811617230434841, 1.997920343513413, 2.573020699654423]"
292.160039,1505.53439,"[0.251277289074638, -2.899087374538019, -1.0914922083294227, 2.6901205658801848, -2.590803130004244, 0.6235598008708934, 1.0573785114948357, 1.5780431396409105, -0.5803414090888896, -1.019534107799628, -1.5803265058075944]"
292.160039,1505.53439,"[-1.6498012982808623, 3.8943590583697096, 1.4269723154137965, -0.8958496029709941, -0.48885265280015133, -2.3827393965199617, 1.836171653320597, 2.8708092618562517, -3.384693442168711, -3.1500314592591447, -1.5582179289919953]"
292.160039,1505.53439,"[3.079697142656583, -2.0135699273150554, 2.7112636122729192, -0.8985224813867925, -3.0878684384368498, -3.9760382613221372, 1.9308857514168327, -1.4755104578754326, -3.351566893349654, -0.2843293436809837, -3.8477017567153204]"
292.160039,1505.53439,"[0.023448582060230372, 3.7863778210507695, -0.6911841311821298, -0.9418032721540497, -1.4053553098768488, 0.353924679055063, -3.878146696124298, 1.1745994051095368, -0.4807065359373457, 2.4447436631088557, -2.926910707507779]"
292.160039,1505.53439,"[-3.714484412236575, 1.9495979228389242, -0.1942421206848488, -1.7948440727271606, -0.1544014414186643, -3.75572492280556, 1.7523686951256519, 0.06657243109947064, -2.7101430548871814, -1.0709409268755836, -2.192154117534276]"
292.160039,1505.53439,"[-2.7298208738389453, -0.07338190803440092, -2.994434892892123, -3.8465841872439563, -1.7565749993145419, -3.619080433011919, 2.983246516406111, -2.8277626630355437, 1.2601981518044685, 1.1609306345970696, 3.7630150869317855]"
292.160039,1505.53439,"[-0.6126951886547722, -0.43283597542461916, 1.6987728557014528, 0.8505861192297539, -0.9968729147149675, -1.4174460426691073, 1.082469219418007, -3.09446114479727, 2.0771556542842475, 1.208171084993869, 3.675802444079931]"
292.160039,1505.53439,"[-0.3254659363993744, 2.7492511066293916, -2.462742838293895, -3.2814360475869346, -3.283688739717957, 0.8076945881752664, 1.086144251128486, 3.984017391092074, -3.7701967815647315, -1.1406134926430118, 1.1230440308395089]"
292.160039,1505.53439,"[-2.480953473282587, 0.025891401685711912, 2.5155801895149725, 2.1509467618066687, 2.006653461768056, -3.8424834332448956, 1.3658989327403939, 2.159379545028293, 0.574487260681706, 1.982396189718287, -1.631299714469546]"
292.160039,1505.53439,"[1.2014295834690838, 1.3512711313447516, -1.5379175110060626, 3.6961635239621993, -1.3385135403624266, -3.4837677455909635, -1.7840819804890815, 3.426519492959982, -0.567911382682345, -2.764254570772996, -0.34943259150438877]"
292.160039,1505.53439,"[1.5951317190385206, -3.3061611560389688, -3.9788245660370842, 3.8489576299991297, 0.9749656865483498, -2.5381509002704448, -3.9560213079463216, -2.729252168116151, -3.2295193717308184, -0.29796371441296454, -0.23778732104992528]"
292.160039,1505.53439,"[1.0926127992019037, -2.487232048271454, -3.7634213488618675, -0.7073023333151562, -3.937684285434691, 1.1322278159227341, -1.564206233105752, -3.848436707025054, 3.7569639013738536, 0.031512115321045364, -2.4088447475360653]"
